CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,FM_score,Segment,tenure_days,historical_clv,has_sufficient_history,projected_annual_value,churn_probability,risk_tier,value_tier,recommended_action
13748.0,96,9,2064.35,3,4,4,4,Loyal Customers,642,2064.35,True,1173.6569314641742,0.3724903,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13750.0,54,13,3563.6,4,5,5,5,Champions,563,3563.6,True,2310.3268206039074,0.14632656,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13751.0,288,1,296.25,2,1,2,2,Hibernating,0,296.25,False,,0.75847584,High,Low,Low-cost automated nudge only (not worth heavy investment)
13752.0,124,7,1579.83,3,4,4,4,Loyal Customers,403,1579.83,True,1430.8633995037221,0.451125,Medium,High,Proactive engagement (early access to new features/products)
13753.0,288,4,2094.57,2,3,4,4,At Risk,449,2094.57,True,1702.7128062360803,0.6226267,Medium,High,Proactive engagement (early access to new features/products)
13754.0,152,3,447.05,3,3,2,2,Need Attention,285,447.05,True,572.5377192982456,0.6564745,Medium,Medium,Standard engagement / newsletter
13755.0,4,10,2101.39,5,4,4,4,Champions,59,2101.39,True,13000.124576271186,0.022929825,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13756.0,2,25,8595.65,5,5,5,5,Champions,722,8595.65,True,4345.446329639889,0.020859728,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13757.0,675,1,195.55,1,1,1,1,Lost,0,195.55,False,,0.9144865,High,Low,Low-cost automated nudge only (not worth heavy investment)
13758.0,12,17,8544.29,5,5,5,5,Champions,727,8544.29,True,4289.774209078405,0.06883703,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13759.0,33,2,659.4100000000001,4,2,3,2,Potential Loyalist,37,659.4100000000001,True,6504.990540540542,0.47309974,Medium,Medium,Standard engagement / newsletter
13760.0,54,6,1358.6399999999999,4,4,4,4,Loyal Customers,539,1358.6399999999999,True,920.0437847866419,0.51148856,Medium,Medium,Standard engagement / newsletter
13761.0,50,6,1952.17,4,4,4,4,Loyal Customers,606,1952.17,True,1175.8119636963697,0.49666923,Medium,High,Proactive engagement (early access to new features/products)
13762.0,204,6,2165.76,2,4,4,4,At Risk,494,2165.76,True,1600.2072874493929,0.46072033,Medium,High,Proactive engagement (early access to new features/products)
13763.0,63,6,5181.99,3,4,5,4,Loyal Customers,371,5181.99,True,5098.18423180593,0.2525863,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13764.0,71,6,2908.67,3,4,5,4,Loyal Customers,571,2908.67,True,1859.307443082312,0.29588333,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13765.0,653,1,352.821,1,1,2,2,Hibernating,0,352.821,False,,0.94806373,High,Low,Low-cost automated nudge only (not worth heavy investment)
13766.0,495,1,190.35,1,1,1,1,Lost,0,190.35,False,,0.92776364,High,Low,Low-cost automated nudge only (not worth heavy investment)
13767.0,2,96,33480.82,5,5,5,5,Champions,736,33480.82,True,16603.939266304347,0.01710793,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13768.0,564,8,758.07,1,4,3,4,At Risk,174,758.07,True,1590.2043103448275,0.8639824,High,Medium,Automated retention email / limited-time offer
13769.0,2,29,5444.33,5,5,5,5,Champions,721,5444.33,True,2756.1448682385576,0.017889509,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13770.0,422,4,785.37,1,3,3,3,At Risk,308,785.37,True,930.7144480519481,0.8337589,High,Medium,Automated retention email / limited-time offer
13771.0,64,10,5726.07,3,4,5,4,Loyal Customers,588,5726.07,True,3554.448214285714,0.16404687,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13772.0,34,9,3080.52,4,4,5,4,Loyal Customers,620,3080.52,True,1813.531935483871,0.14714275,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13773.0,397,2,301.54,2,2,2,2,Hibernating,263,301.54,True,418.48707224334606,0.86495805,High,Low,Low-cost automated nudge only (not worth heavy investment)
13774.0,82,1,345.0,3,1,2,2,Need Attention,0,345.0,False,,0.6718365,Medium,Low,"Low-touch, monitor only"
13775.0,591,1,1049.66,1,1,3,2,Hibernating,0,1049.66,False,,0.92795753,High,Medium,Automated retention email / limited-time offer
13777.0,1,72,49228.16,5,5,5,5,Champions,737,49228.16,True,24380.296336499323,0.034238443,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13778.0,103,5,1116.54,3,3,3,3,Loyal Customers,462,1116.54,True,882.114935064935,0.48094273,Medium,Medium,Standard engagement / newsletter
13779.0,516,1,161.13,1,1,1,1,Lost,0,161.13,False,,0.9156863,High,Low,Low-cost automated nudge only (not worth heavy investment)
13780.0,7,3,732.07,5,3,3,3,Loyal Customers,399,732.07,True,669.6880952380952,0.5590703,Medium,Medium,Standard engagement / newsletter
13781.0,251,4,770.88,2,3,3,3,At Risk,470,770.88,True,598.6621276595745,0.70622766,Medium,Medium,Standard engagement / newsletter
13782.0,13,14,1778.13,5,5,4,4,Champions,720,1778.13,True,901.413125,0.1627667,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13783.0,488,4,1542.09,1,3,4,4,At Risk,185,1542.09,True,3042.501891891892,0.808504,High,High,"Urgent retention offer (personal outreach, discount, loyalty perk)"
13784.0,10,15,2897.18,5,5,5,5,Champions,440,2897.18,True,2403.3424999999997,0.22963463,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13785.0,429,4,542.49,1,3,2,2,Hibernating,31,542.49,True,6387.3822580645165,0.8305681,High,Medium,Automated retention email / limited-time offer
13786.0,367,7,3112.99,2,4,5,4,At Risk,368,3112.99,True,3087.6123641304343,0.821639,High,High,"Urgent retention offer (personal outreach, discount, loyalty perk)"
13787.0,76,9,1173.7,3,4,4,4,Loyal Customers,619,1173.7,True,692.0848142164782,0.45459476,Medium,Medium,Standard engagement / newsletter
13788.0,505,1,3.75,1,1,1,1,Lost,0,3.75,False,,0.81962043,High,Low,Low-cost automated nudge only (not worth heavy investment)
13789.0,388,1,239.45999999999998,2,1,1,1,Hibernating,0,239.45999999999998,False,,0.8956048,High,Low,Low-cost automated nudge only (not worth heavy investment)
13790.0,4,1,348.79999999999995,5,1,2,2,Potential Loyalist,0,348.79999999999995,False,,0.33616862,Low,Low,No action needed
13791.0,43,3,1047.68,4,3,3,3,Loyal Customers,124,1047.68,True,3083.8967741935485,0.37023517,Low,Medium,Maintain relationship / occasional check-in
13792.0,66,3,383.95,3,3,2,2,Need Attention,356,383.95,True,393.6566011235955,0.6012765,Medium,Low,"Low-touch, monitor only"
13793.0,647,1,96.0,1,1,1,1,Lost,0,96.0,False,,0.90824866,High,Low,Low-cost automated nudge only (not worth heavy investment)
13794.0,547,1,126.03,1,1,1,1,Lost,0,126.03,False,,0.9504655,High,Low,Low-cost automated nudge only (not worth heavy investment)
13795.0,388,4,836.3,2,3,3,3,At Risk,249,836.3,True,1225.9016064257028,0.81103337,High,Medium,Automated retention email / limited-time offer
13796.0,499,1,289.7,1,1,2,2,Hibernating,0,289.7,False,,0.90565825,High,Low,Low-cost automated nudge only (not worth heavy investment)
13797.0,437,4,1168.45,1,3,4,4,At Risk,210,1168.45,True,2030.877380952381,0.8601375,High,Medium,Automated retention email / limited-time offer
13798.0,1,124,73177.5,5,5,5,5,Champions,729,73177.5,True,36638.94032921811,0.012659125,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13799.0,117,13,2039.82,3,5,4,4,Loyal Customers,527,2039.82,True,1412.7785578747628,0.29450288,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13800.0,310,3,1679.56,2,3,4,4,At Risk,427,1679.56,True,1435.6894613583138,0.6146791,Medium,High,Proactive engagement (early access to new features/products)
13801.0,67,1,324.8,3,1,2,2,Need Attention,0,324.8,False,,0.634694,Medium,Low,"Low-touch, monitor only"
13802.0,138,24,25491.56,3,5,5,5,Loyal Customers,523,25491.56,True,17790.47686424474,0.6767363,Medium,High,Proactive engagement (early access to new features/products)
13803.0,255,4,1319.1100000000001,2,3,4,4,At Risk,363,1319.1100000000001,True,1326.3778236914602,0.67939985,Medium,Medium,Standard engagement / newsletter
13804.0,31,9,3161.12,4,4,5,4,Loyal Customers,406,3161.12,True,2841.8935960591134,0.15552856,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13805.0,52,2,924.5999999999999,4,2,3,2,Potential Loyalist,76,924.5999999999999,True,4440.513157894736,0.506738,Medium,Medium,Standard engagement / newsletter
13806.0,64,1,256.38,3,1,1,1,About To Sleep,0,256.38,False,,0.56470215,Medium,Low,"Low-touch, monitor only"
13807.0,367,4,397.3,2,3,2,2,Hibernating,368,397.3,True,394.06114130434787,0.8570279,High,Low,Low-cost automated nudge only (not worth heavy investment)
13808.0,6,5,1747.66,5,3,4,4,Champions,91,1747.66,True,7009.845054945055,0.2528801,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13809.0,305,3,679.6999999999999,2,3,3,3,At Risk,155,679.6999999999999,True,1600.5838709677419,0.67948455,Medium,Medium,Standard engagement / newsletter
13810.0,29,2,827.51,4,2,3,2,Potential Loyalist,27,827.51,False,,0.4113139,Medium,Medium,Standard engagement / newsletter
13811.0,184,2,519.75,3,2,2,2,Need Attention,55,519.75,True,3449.2499999999995,0.7116376,Medium,Medium,Standard engagement / newsletter
13812.0,42,3,485.0,4,3,2,2,Potential Loyalist,63,485.0,True,2809.920634920635,0.3646796,Low,Medium,Maintain relationship / occasional check-in
13813.0,40,12,2308.42,4,5,4,4,Loyal Customers,694,2308.42,True,1214.0825648414987,0.17853999,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13814.0,56,5,2239.07,4,3,4,4,Loyal Customers,471,2239.07,True,1735.1604033970277,0.51780605,Medium,High,Proactive engagement (early access to new features/products)
13815.0,22,10,6547.79,4,4,5,4,Loyal Customers,643,6547.79,True,3716.8636858475893,0.2247799,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13816.0,24,4,483.04,4,3,2,2,Potential Loyalist,40,483.04,True,4407.74,0.34348705,Low,Medium,Maintain relationship / occasional check-in
13817.0,29,2,328.98,4,2,2,2,Potential Loyalist,322,328.98,True,372.91211180124225,0.44805756,Medium,Low,"Low-touch, monitor only"
13818.0,430,1,61.28,1,1,1,1,Lost,0,61.28,False,,0.94281924,High,Low,Low-cost automated nudge only (not worth heavy investment)
13819.0,302,7,2631.1,2,4,4,4,At Risk,436,2631.1,True,2202.6410550458713,0.5072003,Medium,High,Proactive engagement (early access to new features/products)
13820.0,418,5,632.5,1,3,3,3,At Risk,262,632.5,True,881.1545801526718,0.85448027,High,Medium,Automated retention email / limited-time offer
13821.0,145,7,1355.38,3,4,4,4,Loyal Customers,559,1355.38,True,884.9976744186047,0.41394204,Medium,Medium,Standard engagement / newsletter
13822.0,6,2,632.0,5,2,3,2,Potential Loyalist,34,632.0,True,6784.705882352941,0.37580094,Low,Medium,Maintain relationship / occasional check-in
13823.0,19,8,3358.55,4,4,5,4,Loyal Customers,705,3358.55,True,1738.8237588652482,0.17069872,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13824.0,33,14,3273.36,4,5,5,5,Champions,604,3273.36,True,1978.1066225165564,0.14005342,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13825.0,622,2,255.59,1,2,1,2,Hibernating,108,255.59,True,863.799537037037,0.92986995,High,Low,Low-cost automated nudge only (not worth heavy investment)
13826.0,158,2,179.55,3,2,1,2,Need Attention,18,179.55,False,,0.8573675,High,Low,Low-cost automated nudge only (not worth heavy investment)
13827.0,58,3,409.8,3,3,2,2,Need Attention,85,409.8,True,1759.729411764706,0.463322,Medium,Low,"Low-touch, monitor only"
13828.0,22,1,209.49,4,1,1,1,New Customers,0,209.49,False,,0.383084,Low,Low,No action needed
13829.0,359,2,0.0,2,2,1,2,Hibernating,61,0.0,True,0.0,0.8948595,High,Low,Low-cost automated nudge only (not worth heavy investment)
13830.0,574,2,135.95000000000002,1,2,1,2,Hibernating,7,135.95000000000002,False,,0.88944656,High,Low,Low-cost automated nudge only (not worth heavy investment)
13831.0,16,20,6571.14,5,5,5,5,Champions,713,6571.14,True,3363.907573632539,0.06283574,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13832.0,18,3,598.64,5,3,3,3,Loyal Customers,404,598.64,True,540.850495049505,0.5541391,Medium,Medium,Standard engagement / newsletter
13833.0,159,2,700.41,3,2,3,2,Need Attention,244,700.41,True,1047.7444672131146,0.72423536,Medium,Medium,Standard engagement / newsletter
13834.0,577,3,269.89,1,3,2,2,Hibernating,145,269.89,True,679.3782758620689,0.825491,High,Low,Low-cost automated nudge only (not worth heavy investment)
13835.0,25,8,1044.82,4,4,3,4,Loyal Customers,620,1044.82,True,615.0956451612902,0.33486015,Low,Medium,Maintain relationship / occasional check-in
13836.0,399,3,602.52,2,3,3,3,At Risk,15,602.52,False,,0.79814994,High,Medium,Automated retention email / limited-time offer
13837.0,212,2,266.59000000000003,2,2,1,2,Hibernating,105,266.59000000000003,True,926.7176190476192,0.70190644,Medium,Low,"Low-touch, monitor only"
13838.0,6,10,1690.07,5,4,4,4,Champions,573,1690.07,True,1076.5716404886562,0.2019422,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13839.0,486,1,139.95000000000002,1,1,1,1,Lost,0,139.95000000000002,False,,0.916635,High,Low,Low-cost automated nudge only (not worth heavy investment)
13840.0,416,1,651.4,1,1,3,2,Hibernating,0,651.4,False,,0.7525649,Medium,Medium,Standard engagement / newsletter
13841.0,253,1,85.0,2,1,1,1,Hibernating,0,85.0,False,,0.9130137,High,Low,Low-cost automated nudge only (not worth heavy investment)
13842.0,59,19,5294.39,3,5,5,5,Loyal Customers,602,5294.39,True,3210.0537375415283,0.14022821,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13843.0,381,1,319.75,2,1,2,2,Hibernating,0,319.75,False,,0.8909786,High,Low,Low-cost automated nudge only (not worth heavy investment)
13844.0,11,1,361.62,5,1,2,2,Potential Loyalist,0,361.62,False,,0.40911528,Low,Low,No action needed
13845.0,65,1,312.98,3,1,2,2,Need Attention,0,312.98,False,,0.5856243,Medium,Low,"Low-touch, monitor only"
13846.0,25,5,1290.34,4,3,4,4,Loyal Customers,375,1290.34,True,1255.9309333333333,0.4100028,Low,Medium,Maintain relationship / occasional check-in
13847.0,720,1,310.72,1,1,2,2,Hibernating,0,310.72,False,,0.9423511,High,Low,Low-cost automated nudge only (not worth heavy investment)
13849.0,52,6,3443.8,4,4,5,4,Loyal Customers,572,3443.8,True,2197.5297202797206,0.5031398,Medium,High,Proactive engagement (early access to new features/products)
13850.0,88,2,1586.81,3,2,4,3,Loyal Customers,41,1586.81,True,14126.479268292684,0.34447205,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13851.0,96,9,4516.76,3,4,5,4,Loyal Customers,584,4516.76,True,2822.9750000000004,0.25480986,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13852.0,607,2,170.45000000000002,1,2,1,2,Hibernating,3,170.45000000000002,False,,0.8440223,High,Low,Low-cost automated nudge only (not worth heavy investment)
13853.0,9,2,1056.94,5,2,3,2,Potential Loyalist,48,1056.94,True,8037.147916666667,0.32217836,Low,Medium,Maintain relationship / occasional check-in
13854.0,9,45,11848.81,5,5,5,5,Champions,691,11848.81,True,6258.778075253255,0.02498003,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13855.0,501,5,1253.94,1,3,4,4,At Risk,230,1253.94,True,1989.9482608695653,0.85425645,High,Medium,Automated retention email / limited-time offer
13856.0,169,15,1058.88,3,5,3,4,Loyal Customers,450,1058.88,True,858.8693333333334,0.76637924,High,Medium,Automated retention email / limited-time offer
13857.0,393,7,997.01,2,4,3,4,At Risk,177,997.01,True,2055.9810734463276,0.7505523,Medium,Medium,Standard engagement / newsletter
13858.0,57,1,216.17000000000002,4,1,1,1,New Customers,0,216.17000000000002,False,,0.447241,Medium,Low,"Low-touch, monitor only"
13859.0,326,2,515.86,2,2,2,2,Hibernating,203,515.86,True,927.5315270935961,0.72247136,Medium,Medium,Standard engagement / newsletter
13860.0,1,6,1240.0,5,4,4,4,Champions,85,1240.0,True,5324.705882352941,0.11457493,Low,Medium,Maintain relationship / occasional check-in
13861.0,429,3,251.31,1,3,1,2,Hibernating,101,251.31,True,908.1995049504951,0.85822916,High,Low,Low-cost automated nudge only (not worth heavy investment)
13862.0,18,11,2534.04,5,5,4,4,Champions,371,2534.04,True,2493.0582210242587,0.083907194,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13863.0,245,6,1217.63,2,4,4,4,At Risk,348,1217.63,True,1277.1119252873564,0.69022334,Medium,Medium,Standard engagement / newsletter
13864.0,387,1,662.4000000000001,2,1,3,2,Hibernating,0,662.4000000000001,False,,0.83319336,High,Medium,Automated retention email / limited-time offer
13865.0,58,4,501.56,3,3,2,2,Need Attention,231,501.56,True,792.5082251082251,0.41027412,Medium,Medium,Standard engagement / newsletter
13866.0,74,1,145.67,3,1,1,1,About To Sleep,0,145.67,False,,0.73315257,Medium,Low,"Low-touch, monitor only"
13867.0,31,3,1005.09,4,3,3,3,Loyal Customers,186,1005.09,True,1972.3540322580648,0.32547152,Low,Medium,Maintain relationship / occasional check-in
13868.0,7,2,3192.54,5,2,5,4,Champions,31,3192.54,True,37589.58387096774,0.34362462,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13869.0,123,10,7996.87,3,4,5,4,Loyal Customers,567,7996.87,True,5147.896913580247,0.29203176,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13870.0,2,18,5689.84,5,5,5,5,Champions,667,5689.84,True,3113.6305847076464,0.04401532,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13871.0,23,21,7804.95,4,5,5,5,Champions,696,7804.95,True,4093.1131465517237,0.051598802,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13872.0,513,6,891.32,1,4,3,4,At Risk,217,891.32,True,1499.2248847926269,0.862064,High,Medium,Automated retention email / limited-time offer
13873.0,120,9,1031.02,3,4,3,4,Loyal Customers,526,1031.02,True,715.4416349809885,0.5978874,Medium,Medium,Standard engagement / newsletter
13874.0,358,10,1989.2,2,4,4,4,At Risk,370,1989.2,True,1962.3189189189188,0.7128737,Medium,High,Proactive engagement (early access to new features/products)
13875.0,54,14,4814.37,4,5,5,5,Champions,668,4814.37,True,2630.606362275449,0.1151676,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13876.0,64,1,122.7,3,1,1,1,About To Sleep,0,122.7,False,,0.69043505,Medium,Low,"Low-touch, monitor only"
13877.0,86,5,446.33,3,3,2,2,Need Attention,603,446.33,True,270.166583747927,0.6241633,Medium,Medium,Standard engagement / newsletter
13878.0,55,4,2416.9,4,3,4,4,Loyal Customers,549,2416.9,True,1606.8642987249546,0.55678254,Medium,High,Proactive engagement (early access to new features/products)
13879.0,646,1,395.5,1,1,2,2,Hibernating,0,395.5,False,,0.9492409,High,Low,Low-cost automated nudge only (not worth heavy investment)
13880.0,21,17,4293.86,4,5,5,5,Champions,540,4293.86,True,2902.331296296296,0.13355461,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13881.0,4,51,44392.5,5,5,5,5,Champions,641,44392.5,True,25278.100624024963,0.0231625,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13882.0,3,6,1131.28,5,4,3,4,Champions,61,1131.28,True,6769.134426229508,0.11765866,Low,Medium,Maintain relationship / occasional check-in
13883.0,1,25,6321.59,5,5,5,5,Champions,715,6321.59,True,3227.105384615385,0.028966034,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13884.0,7,14,1788.93,5,5,4,4,Champions,462,1788.93,True,1413.332142857143,0.19557469,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13885.0,189,2,506.8,2,2,2,2,Hibernating,11,506.8,False,,0.67385954,Medium,Medium,Standard engagement / newsletter
13886.0,71,1,243.56,3,1,1,1,About To Sleep,0,243.56,False,,0.5908149,Medium,Low,"Low-touch, monitor only"
13887.0,204,1,349.55,2,1,2,2,Hibernating,0,349.55,False,,0.77831835,High,Low,Low-cost automated nudge only (not worth heavy investment)
13888.0,120,7,2001.59,3,4,4,4,Loyal Customers,455,2001.59,True,1605.6710989010987,0.49142712,Medium,High,Proactive engagement (early access to new features/products)
13889.0,93,8,1855.73,3,4,4,4,Loyal Customers,593,1855.73,True,1142.2284148397978,0.46141085,Medium,High,Proactive engagement (early access to new features/products)
13890.0,1,22,2858.73,5,5,5,5,Champions,732,2858.73,True,1425.459631147541,0.035490207,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13891.0,378,3,859.21,2,3,3,3,At Risk,203,859.21,True,1544.8849753694583,0.7967199,High,Medium,Automated retention email / limited-time offer
13892.0,27,6,1267.6499999999999,4,4,4,4,Loyal Customers,549,1267.6499999999999,True,842.7909836065572,0.5137607,Medium,Medium,Standard engagement / newsletter
13893.0,298,1,821.1,2,1,3,2,Hibernating,0,821.1,False,,0.80915785,High,Medium,Automated retention email / limited-time offer
13894.0,22,5,535.97,4,3,2,2,Potential Loyalist,288,535.97,True,679.2675347222223,0.37887153,Low,Medium,Maintain relationship / occasional check-in
13895.0,21,8,3923.62,4,4,5,4,Loyal Customers,715,3923.62,True,2002.9668531468533,0.16808017,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13896.0,626,1,388.55,1,1,2,2,Hibernating,0,388.55,False,,0.95971614,High,Low,Low-cost automated nudge only (not worth heavy investment)
13897.0,50,3,1160.72,4,3,4,4,Loyal Customers,627,1160.72,True,675.6982456140352,0.5731078,Medium,Medium,Standard engagement / newsletter
13898.0,326,2,686.4,2,2,3,2,Hibernating,85,686.4,True,2947.482352941176,0.7374444,Medium,Medium,Standard engagement / newsletter
13899.0,16,2,388.52,5,2,2,2,Potential Loyalist,258,388.52,True,549.6503875968991,0.48104164,Medium,Low,"Low-touch, monitor only"
13900.0,183,7,1608.0900000000001,3,4,4,4,Loyal Customers,441,1608.0900000000001,True,1330.958843537415,0.53360915,Medium,High,Proactive engagement (early access to new features/products)
13901.0,72,20,5599.34,3,5,5,5,Loyal Customers,631,5599.34,True,3238.9209191759114,0.10760275,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13903.0,400,1,165.45000000000002,2,1,1,1,Hibernating,0,165.45000000000002,False,,0.9334504,High,Low,Low-cost automated nudge only (not worth heavy investment)
13904.0,37,2,332.64,4,2,2,2,Potential Loyalist,257,332.64,True,472.4264591439688,0.4343846,Medium,Low,"Low-touch, monitor only"
13905.0,571,3,244.45,1,3,1,2,Hibernating,161,244.45,True,554.1878881987577,0.74130374,Medium,Low,"Low-touch, monitor only"
13906.0,409,1,42.0,1,1,1,1,Lost,0,42.0,False,,0.9454231,High,Low,Low-cost automated nudge only (not worth heavy investment)
13907.0,692,1,136.8,1,1,1,1,Lost,0,136.8,False,,0.90952903,High,Low,Low-cost automated nudge only (not worth heavy investment)
13908.0,80,5,2297.05,3,3,4,4,Loyal Customers,196,2297.05,True,4277.669642857143,0.34443054,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13909.0,423,2,282.85,1,2,2,2,Hibernating,98,282.85,True,1053.4719387755101,0.87207645,High,Low,Low-cost automated nudge only (not worth heavy investment)
13911.0,57,22,4200.04,4,5,5,5,Champions,590,4200.04,True,2598.3298305084745,0.056807794,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13912.0,424,1,124.95,1,1,1,1,Lost,0,124.95,False,,0.90071654,High,Low,Low-cost automated nudge only (not worth heavy investment)
13913.0,507,1,42.22,1,1,1,1,Lost,0,42.22,False,,0.90550303,High,Low,Low-cost automated nudge only (not worth heavy investment)
13914.0,4,3,613.95,5,3,3,3,Loyal Customers,32,613.95,True,7002.867187500001,0.1559483,Low,Medium,Maintain relationship / occasional check-in
13915.0,394,2,31.200000000000003,2,2,1,2,Hibernating,337,31.200000000000003,True,33.79228486646885,0.84507275,High,Low,Low-cost automated nudge only (not worth heavy investment)
13916.0,464,5,1260.51,1,3,4,4,At Risk,274,1260.51,True,1679.1465328467152,0.83634925,High,Medium,Automated retention email / limited-time offer
13917.0,50,2,272.04,4,2,2,2,Potential Loyalist,141,272.04,True,704.2170212765958,0.41080144,Medium,Low,"Low-touch, monitor only"
13918.0,50,2,1212.8400000000001,4,2,4,3,Loyal Customers,203,1212.8400000000001,True,2180.722167487685,0.38887522,Low,Medium,Maintain relationship / occasional check-in
13919.0,53,5,1218.03,4,3,4,4,Loyal Customers,487,1218.03,True,912.897227926078,0.51369613,Medium,Medium,Standard engagement / newsletter
13920.0,432,5,1734.8799999999999,1,3,4,4,At Risk,130,1734.8799999999999,True,4871.00923076923,0.7971984,High,High,"Urgent retention offer (personal outreach, discount, loyalty perk)"
13921.0,399,5,720.75,2,3,3,3,At Risk,322,720.75,True,816.9992236024844,0.8466636,High,Medium,Automated retention email / limited-time offer
13922.0,352,5,826.65,2,3,3,3,At Risk,115,826.65,True,2623.715217391304,0.77869517,High,Medium,Automated retention email / limited-time offer
13923.0,54,1,351.13,4,1,2,2,Potential Loyalist,0,351.13,False,,0.46338353,Medium,Low,"Low-touch, monitor only"
13924.0,2,11,1682.08,5,5,4,4,Champions,70,1682.08,True,8770.845714285713,0.07464245,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13925.0,36,6,616.65,4,4,3,4,Loyal Customers,98,616.65,True,2296.706632653061,0.27473763,Low,Medium,Maintain relationship / occasional check-in
13926.0,23,1,223.85000000000002,4,1,1,1,New Customers,0,223.85000000000002,False,,0.4288685,Medium,Low,"Low-touch, monitor only"
13927.0,75,3,689.96,3,3,3,3,Loyal Customers,362,689.96,True,695.6779005524862,0.5804239,Medium,Medium,Standard engagement / newsletter
13928.0,11,4,464.57,5,3,2,2,Potential Loyalist,122,464.57,True,1389.9020491803278,0.2860134,Low,Medium,Maintain relationship / occasional check-in
13929.0,169,14,3318.1,3,5,5,5,Loyal Customers,525,3318.1,True,2306.869523809524,0.40078616,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13930.0,58,2,337.34,3,2,2,2,Need Attention,78,337.34,True,1578.5782051282051,0.51735824,Medium,Low,"Low-touch, monitor only"
13931.0,86,12,5250.78,3,5,5,5,Loyal Customers,650,5250.78,True,2948.5149230769234,0.1627439,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13932.0,295,1,307.4,2,1,2,2,Hibernating,0,307.4,False,,0.76056314,High,Low,Low-cost automated nudge only (not worth heavy investment)
13933.0,109,2,608.79,3,2,3,2,Need Attention,39,608.79,True,5697.65,0.50097007,Medium,Medium,Standard engagement / newsletter
13934.0,264,1,922.1,2,1,3,2,Hibernating,0,922.1,False,,0.8442984,High,Medium,Automated retention email / limited-time offer
13935.0,597,3,6116.92,1,3,5,4,At Risk,55,6116.92,True,40594.10545454545,0.8954905,High,High,"Urgent retention offer (personal outreach, discount, loyalty perk)"
13936.0,171,4,924.36,3,3,3,3,Loyal Customers,243,924.36,True,1388.441975308642,0.6206948,Medium,Medium,Standard engagement / newsletter
13937.0,169,3,867.38,3,3,3,3,Loyal Customers,233,867.38,True,1358.771244635193,0.6176104,Medium,Medium,Standard engagement / newsletter
13938.0,35,1,71.66,4,1,1,1,New Customers,0,71.66,False,,0.6912728,Medium,Low,"Low-touch, monitor only"
13939.0,23,10,1533.66,4,4,4,4,Loyal Customers,589,1533.66,True,950.4005093378609,0.34808415,Low,High,"Reward & retain (loyalty program, VIP perks, early access)"
13940.0,17,4,839.14,5,3,3,3,Loyal Customers,126,839.14,True,2430.8420634920635,0.35710755,Low,Medium,Maintain relationship / occasional check-in
